"LRML_ID","TEXT","LRML","UPDATED_AT","ID","PARAPHRASE","COMMENTS","AUTHOR",
739,"Prevent sagging of roof underlay by either: For R1 underlays, fully support with a corrosion resistant material • For R2 self supporting underlays, laid to maximum 1.2 metre span between adjacent supports.","if(has(roof, underlay)), then(or(obligation(and(is(underlay.type, r1), has(underlay, support),is(support.material, corrosionResistant))), obligation(and(is(underlay.type, r2), is(underlay, selfSupporting),lessThanEqual(underlay.span, 1.2 m),inBetween(underlay.span, adjacentSupports)))))",2023-04-02 23:07:28.887603000,6362,"If the roof has an underlay, then the underlay type shall be either R1 and the underlay shall be fully support with a corrosion resistant material, or the underly shall be type R2 and self supporting and laid to maximum 1.2 metre span between adjacent supports.","QUESTIONABLE
corrosionResistant/corrosionResistance","Stefan",
517,"1.7.13 Precast pumice concrete chimneys; Precast pumice concrete chimneys shall be restrained at roof level either by a 50 x 1 mm 'U' strap wrapped around the chimney, or by a hot dip galvanised deformed 6 mm reinforcing bar placed into the grout around the reinforcing steel, together with either fixing brackets or fixing ties (see Figure 7(b)). Straps and bars shall satisfy the relevant requirements of Paragraphs 1.7.6 to 1.7.12.","if(is(chimney.material, precastPumiceConcrete)), then(obligation(and(has(chimney,restraint),is(restraint.location,roof),or(and(by(restraint, uStrap),is(uStrap.size,'50 x 1 mm'),is(chimney.wrapping, uStrap)),and(by(restraint,reinforcingBar),is(reinforcingBar.size, 6 mm),is(reinforcingBar.type,hotDipGalvanised),is(reinforcingBar, deformed),into(reinforcingBar, grout),around(grout, reinforcingSteel),include(restraint,or(bracket,tie)),asPer(restraint, 'nzbc_b1as3_f7.b'))),complyWith(reinforcingBar,'nzbc_b1as3_1.7.6 to nzbc_b1as3_1.7.12'),complyWith(uStrap,'nzbc_b1as3_1.7.6 to nzbc_b1as3_1.7.12'))))",2023-04-02 20:10:18.382449000,5933,"If chimneys are precast pumice concrete, then the chimney shall be restrained at roof level either by a 50 x 1 mm 'U' strap wrapped around the chimney, or by a hot dip galvanised deformed 6 mm sized reinforcing bar placed into the grout around the reinforcing steel, the restraint shal include brackets or ties and be as seen in B1AS3 Figure 7.b. 'U' Straps and bars shall satisfy the relevant requirements of B1AS3 Paragraphs 1.7.6 to 1.7.12.","chimney type precast
chimney material pumice concrete ?
fixing brackets/ties?
50 mm x 1 mm?","Stefan",
518,"1.7.14 Fixing brackets (see Figure 7(b)) shall be made from 5.0 mm thick mild steel angle and drilled with: a) A 50 mm diameter hole to suit the reinforcing duct location, and b) A 14 mm diameter hole for the 12 mm diameter coach screw fixing to the double stud.","if(is(bracket.type, fixing)), then(obligation(and(is(bracket.type,angle),is(bracket.material, mildSteel),equal(bracket.thickness,5 mm),has(bracket,hole),equal(count(hole.type),2),is(hole, drilled),define(hole.type, and(x0, x1)), equal(x0.diameter,50 mm),for(x0,reinforcingDuct),equal(x1.diameter,14 mm),for(x1,screw),is(screw.type, coach),equal(screw.diameter,12 mm),towards(screw.fixing, doubleStud))))",2023-04-02 20:11:31.562564000,5936,"If there are fixing brackets, then the brackets shall be made from 5 mm thick mild steel angle and drilled with two holes. A 50 mm diameter hole to suit the reinforcing duct, and a 14 mm diameter hole for the 12 mm diameter coach screw fixing to the double stud.","QUESTIONABLE
figure?
ORDER
define(hole.type, and(x0, x1) into two variables?","Stefan",
529,"1.7.15 Fixing brackets shall be spaced at no less than 320 mm centres for stacks wider than 600 mm.","if(and(is(bracket.type, fixing), greaterThan(stack.width, 600 mm))), then(obligation(greaterThanEqual(bracket.spacing, 320 mmCentres)))",2023-04-02 20:12:05.501954000,5940,"If brackets are type fixing and stacks are wider than 600 mm, then the brackets shall be spaced at no less than 320 mm centres.","","Stefan",
530,"1.7.16 Fixing ties shall comprise 4 mm galvanised wire hairpins, which are hooked behind the reinforcing ducts and secured to the required adjacent double studding with four heavy duty fencing staples.","if(is(tie.type, fixing)), then(obligation(and(is(tie.type,wireHairpin),is(wireHairpin.type,galvanised),is(wireHairpin.size,4 mm),behind(tie.hook,reinforcingDuct),towards(tie.fixing,doubleStudding),adjacent(reinforcingDuct, doubleStudding),by(tie.fixing,fencingStaple),is(fencingStaple.type,heavyDuty),equal(count(fencingStaple),4))))",2023-04-02 20:12:46.566746000,5944,"If ties are type fixing, then the ties shall be 4 mm galvanised wire hairpins, which are hooked behind the reinforcing ducts and have fixing to the double studding adjacent to the reinforcing ducts. The ties fixing is done by four heavy duty fencing staples.","fixingTies?","Stefan",
531,"Fixing ties shall be located in mortar joints between the units.","if(is(tie.type, fixing)), then(obligation(and(within(tie.location, mortarJoint),inBetween(mortarJoint.location, units))))",2023-04-02 20:13:25.165680000,5946,"If ties are type fixing, then the ties shall be located in mortar joints between the units.","","Stefan",
532,"Fixing Ties; The ties shall be located at no less than 320 mm centres for stacks up to 600 mm wide.","if(and(is(tie.type, fixing), for(tie, stack),lessThanEqual(stack.width, 600 mm))), then(obligation(greaterThanEqual(tie.location, 320 mmCentres)))",2023-04-02 20:13:42.801211000,5947,"If the fixing ties are for stacks up to 600 mm wide, then the ties shall be located at no less than 320 mm centres.","","Stefan",
486,"1.7.2 Where a packer (see Figures 2, 3, 6 and 7(b)) is shown between the chimney and building it shall be: a) Concrete, brick, steel (angle, channel or Z section), or any insulating material which has a long term operating temperature of no less than 150°C, b) Secured in place to prevent it dislodging, and c) Capable of withstanding a compressive force of 10 kN without shortening by more than 1.5 mm.","if(inBetween(packer, and(chimney, building))), then(obligation(and(or(is(packer.material,or(concrete,brick,steelAngle,steelChannel,steelZSection)),and(is(packer.material,insulating),has(packer.material,operatingTemperature),greaterThanEqual(operatingTemperature, 150 degC))),has(packer,fixing),has(packer,compressiveResistance),is(compressiveResistance.force,10 kN),lessThanEqual(packer.shortening, 1.5 mm))))",2023-04-02 20:14:07.856689000,5950,"If a packer is between the chimney and building, then the packer shall be concrete, brick, steel angle, steel channel or steel Z section, or any insulating material which has a operating temperature of no less than 150 deg C, and the packer shall be fixed, and the packer shall have compressive resistance of 10 kN force without the packer shortening by more than 1.5 mm.","figure?
angle, channel or Z section?
compressiveResistance - omniclass
force/strength","Stefan",
489,"1.7.7 Wall ties (see Figure 7(a)) shall be located in mortar joints at 225 mm maximum centres up each side of the chimney for chimneys not wider than 600 mm.","if(and(lessThanEqual(chimney.width, 600 mm), has(chimney, wallTie))), then(obligation(loop(forEach(chimney.side),and(      within(wallTie,mortarJoint),lessThanEqual(wallTie.elevation, 225 mmCentres)))))",2023-04-02 20:15:01.691516000,5953,"If chimneys are not wider than 600 mm and have wall ties, for each side of the chimney the wall tie shall be located in mortar joints at 225 mm maximum centres elevation.","wallTie if or then?
up -> elevation?","Stefan",
534,"1.8.1 Brickwork; Brick chimney construction shall conform to the relevant sections of NZS 4210.","if(is(chimney.construction, brick)), then(obligation(complyWith(chimney.construction, nzs_4210)))",2023-04-02 20:17:43.052175000,5962,"If the chimney's construction is brick, the chimney's construction shall conform to NZS 4210.","","Stefan",
694,"This Acceptable Solution is limited to membranes composed of butyl or EPDM installed over plywood substrates for: a) Roofs with a minimum fall of 2° (1:30), b) Decks with: i) a minimum fall of 1.5° (1:40), ii) a maximum area of 40 m2, iii) no steps in level within deck area except into gutters, iv) no integral roof gardens, and v) no downpipe direct discharge to deck, c) Internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","if(and(is(membrane.material, or(butyl, epdm)), above(membrane.installation, substrate), is(substrate.material, plywood), or(and(for(membrane, roof), greaterThanEqual(roof.fall, 2 deg)), and(for(membrane, deck), greaterThanEqual(deck.fall, 1.5 deg), lessThanEqual(deck.area, 40 m2), not(has(deck, and(stepInLevel, integralRoofGarden))), not(and(towards(downpipe.discharge, deck),is(downpipe.discharge, direct)))), and(is(membrane, gutter), is(gutter.type, internal), greaterThanEqual(gutter.fall, 1/100), not(within(crossSeam, gutter))), and(is(membrane.application, deck), has(deck, raisedSurface), is(raisedSurface, removable), for(raisedSurface, levelAccess),asPer(levelAccess, 'nzbc_e2as1_f17.a'))))), then(applyTo(nzbc_e2as1, membrane))",2023-03-25 22:43:27.646919000,5782,"If membranes are material butyl or EPDM installed over plywood substrates and either the membrane is for a roof with a minimum fall of 2 deg, or the membrane is for decks with a minimum fall of 1.5 deg, and the decka has a maximum area of 40 m2, and the deck has no steps in level and the deck has no integral roof gardens and no downpipe direct discharge, or the membranes are for internal gutters with a minimum fall of 1 in 100 and there are no cross seams in the gutters, or the membrane is for decks with removable raised surfaces to give level access as shown in E2/AS1 Figure 17.a.","fall vs slope
Removed exception in iv?
limited to would require negation?","",
694,"This Acceptable Solution is limited to membranes composed of butyl or EPDM installed over plywood substrates for: a) Roofs with a minimum fall of 2° (1:30), b) Decks with: i) a minimum fall of 1.5° (1:40), ii) a maximum area of 40 m2, iii) no steps in level within deck area except into gutters, iv) no integral roof gardens, and v) no downpipe direct discharge to deck, c) Internal gutters with a minimum fall of 1 in 100, with no cross seams in the gutters, and d) Decks with removable raised surfaces to give level access as shown in Figure 17A.","if(and(is(membrane.material, or(butyl, epdm)), above(membrane.installation, substrate), is(substrate.material, plywood), or(and(for(membrane, roof), greaterThanEqual(roof.fall, 2 deg)), and(for(membrane, deck), greaterThanEqual(deck.fall, 1.5 deg), lessThanEqual(deck.area, 40 m2), not(and(has(deck.area, stepInLevel),not(into(stepInLevel, gutter)))), not(has(deck.area, integralRoofGarden)), not(and(towards(downpipe.discharge, deck),is(downpipe.discharge, direct)))), and(is(membrane, gutter), is(gutter.type, internal), greaterThanEqual(gutter.fall, 1/100), not(within(crossSeam, gutter))), and(is(membrane.application, deck), has(deck, raisedSurface), is(raisedSurface, removable), for(raisedSurface, levelAccess),asPer(levelAccess, 'nzbc_e2as1_f17.a'))))), then(applyTo(nzbc_e2as1, membrane))",2023-03-25 22:51:14.621846000,5790,"If membranes are material butyl or EPDM installed over plywood substrates and either the membrane is for a roof with a minimum fall of 2 deg, or the membrane is for decks with a minimum fall of 1.5 deg, and the deck has a maximum area of 40 m2, and the deck area has no steps in level except into gutters and the deck has no integral roof gardens and no downpipe direct discharge to the deck, or the membranes are for internal gutters with a minimum fall of 1 in 100 and there are no cross seams in the gutters, or the membrane is for decks with removable raised surfaces to give level access as shown in E2/AS1 Figure 17.a, then E2/AS1 does apply to the membrane.","fall vs slope
limited to would require negation?
Double negation for exception in iv?","",
704,"9.1.3.3 Bottom of wall claddings for concrete ground slabs (except masonry veneer); At concrete slab level, the base of the cladding system shall be as shown in Table 18, and: a) Finish a minimum of: i) 100 mm above a paved surface, or ii) 175 mm above finished unpaved surface, b) Overlap the concrete slab by 50 mm, and c) Be offset horizontally by a minimum of 6 mm for direct fixed claddings to prevent capillary action.","if(and(not(is(wallCladding.system, masonryVeneer)), adjoin(slab, wallCladding),is(slab.type, ground),is(slab.material, concrete))), then(obligation(and(complyWith(wallCladding.bottom,nzbc_e2as1_t18),or(and(adjoin(surface, wallCladding),is(surface.type, paved),define(surface.elevation, x0),greaterThanEqual(wallCladding.bottom, 'x0 + 100 mm')),and(adjoin(surface, wallCladding),not(is(surface.type, paved)),define(surface.elevation, x0),greaterThanEqual(distance, 'x0 + 175 mm'))),has(wallCladding.bottom, lap),towards(lap, slab),equal(lap.size, 50 mm),or(and(has(wallCladding.bottom, offset),is(offset, horizontal),greaterThanEqual(offset.size, 6 mm),is(wallCladding.type, directFixed),prevent(offset, capillaryAction)),not(is(wallCladding.type, directFixed))))))",2023-03-25 23:18:54.624853000,5792,"If wall claddings are not masonry veneer and the concrete ground slab adjoins the wall cladding, then the bottom of the wall cladding shall be as shown in E2/AS1 Table 18, and either the wall cladding bottom is at a minimum of 100 mm above a paved surface, or the wall cladding bottom is at a minimum of 175 mm above finished unpaved surface, and the wall cladding bottom overlaps the concrete slab by 50 mm size, and the wall cladding bottom shall be either offset horizontally by a minimum of 6 mm size for direct fixed claddings to prevent capillary action, or the wallcladding shall be not direct fixed.","scopes?","",
