"KEY","CODE","DESCRIPTION","TEXT","TITLE","DATATYPE","PROPERTYSET",
"innerDiameter","InnerDiameter","The actual inner diameter of the object.","inner diameter","InnerDiameter","Real","Pset_PipeSegmentTypeCommon",
"outerDiameter","OuterDiameter","The actual outer diameter of the object.","outer diameter","OuterDiameter","Real","Pset_PipeSegmentTypeCommon",
"footPrintArea","FootPrintArea","Gross area of the site covered by the building(s).","foot print area","FootPrintArea","Real","Qto_PipeSegmentBaseQuantities",
"baseType","BaseType","Defines general types of pump bases.FRAME: Frame.
BASE: Base.
NONE: There is no pump base, such as an inline pump.
OTHER: Other type of pump base.","base type","BaseType","String","Pset_PumpOccurrence",
"driveConnectionType","DriveConnectionType","The way the pump drive mechanism is connected to the pump.DIRECTDRIVE: Direct drive.
BELTDRIVE: Belt drive.
COUPLING: Coupling.
OTHER: Other type of drive connection.","drive connection type","DriveConnectionType","String","Pset_PumpOccurrence",
"connectionSize","ConnectionSize","The connection size of the object.","connection size","ConnectionSize","Real","Pset_PumpTypeCommon",
"netPositiveSuctionHead","NetPositiveSuctionHead","Minimum liquid pressure at the pump inlet to prevent cavitation.","net positive suction head","NetPositiveSuctionHead","Real","Pset_PumpTypeCommon",
"bodyMass","BodyMass","Overall body mass of the heater.","body mass","BodyMass","Real","Pset_SpaceHeaterTypeCommon",
"nominalFlowrate","NominalFlowrate","Nominal fluid flow rate through the filter.","nominal flowrate","NominalFlowrate","Real","Pset_FilterTypeCommon",
"heatTransferDimension","HeatTransferDimension","Indicates how heat is transmitted according to the shape of the space heater.","heat transfer dimension","HeatTransferDimension","String","Pset_SpaceHeaterTypeCommon",
"heatTransferMedium","HeatTransferMedium","Enumeration defining the heat transfer medium if applicable.","heat transfer medium","HeatTransferMedium","String","Pset_SpaceHeaterTypeCommon",
"numberOfPanels","NumberOfPanels","Number of panels.","number of panels","NumberOfPanels","Integer","Pset_SpaceHeaterTypeCommon",
"numberOfSections","NumberOfSections","Number of sections.","number of sections","NumberOfSections","Integer","Pset_SpaceHeaterTypeCommon",
"outputCapacity","OutputCapacity","Total nominal heat output as listed by the manufacturer.","output capacity","OutputCapacity","Real","Pset_SpaceHeaterTypeCommon",
"grossCrossSectionArea","GrossCrossSectionArea","Area of the cross section.","gross cross section area","GrossCrossSectionArea","Real","Qto_DuctFittingBaseQuantities",
"netCrossSectionArea","NetCrossSectionArea","Area of the cross section of the object.","net cross section area","NetCrossSectionArea","Real","Qto_DuctFittingBaseQuantities",
"crossSectionShape","CrossSectionShape","Cross sectional shape. Note that this shape is uniform throughout the length of the segment. For nonuniform shapes, a transition fitting should be used instead.","cross section shape","CrossSectionShape","String","Pset_DuctSegmentTypeCommon",
"longitudinalSeam","LongitudinalSeam","The type of seam to be used along the longitudinal axis of the duct segment.","longitudinal seam","LongitudinalSeam","String","Pset_DuctSegmentTypeCommon",
"nominalDiameterOrWidth","NominalDiameterOrWidth","The nominal diameter or width of the duct segment.","nominal diameter or width","NominalDiameterOrWidth","Real","Pset_DuctSegmentTypeCommon",
"reinforcement","Reinforcement","The type of reinforcement, if any, used for the duct segment.","reinforcement","Reinforcement","String","Pset_DuctSegmentTypeCommon",
"reinforcementSpacing","ReinforcementSpacing","The spacing between reinforcing elements.","reinforcement spacing","ReinforcementSpacing","Real","Pset_DuctSegmentTypeCommon",
"workingPressure","WorkingPressure","Working pressure.","working pressure","WorkingPressure","Real","Pset_DuctSegmentTypeCommon",
"hasExteriorInsulation","HasExteriorInsulation","TRUE if the silencer has exterior insulation. FALSE if it does not.","has exterior insulation","HasExteriorInsulation","Boolean","Pset_DuctSilencerTypeCommon",
"hydraulicDiameter","HydraulicDiameter","Hydraulic diameter.","hydraulic diameter","HydraulicDiameter","Real","Pset_DuctSilencerTypeCommon",
"weight","Weight","Total weight of object","weight","Weight","Real","Pset_DuctSilencerTypeCommon",
"heatExchangeArea","HeatExchangeArea","Heat exchange area.","heat exchange area","HeatExchangeArea","Real","Pset_EvaporativeCoolerTypeCommon",
"evaporatorCoolant","EvaporatorCoolant","The fluid used for the coolant in the evaporator.","evaporator coolant","EvaporatorCoolant","String","Pset_EvaporatorTypeCommon",
"evaporatorMediumType","EvaporatorMediumType","ColdLiquid: Evaporator is using liquid type of fluid to exchange heat with refrigerant.
ColdAir: Evaporator is using air to exchange heat with refrigerant.","evaporator medium type","EvaporatorMediumType","String","Pset_EvaporatorTypeCommon",
"applicationOfFan","ApplicationOfFan","The functional application of the fan.SupplyAir: Supply air fan.
ReturnAir: Return air fan.
ExhaustAir: Exhaust air fan.
Other: Other type of application not defined above.","application of fan","ApplicationOfFan","String","Pset_FanOccurrence",
"coilPosition","CoilPosition","Defines the relationship between a fan and a coil.DrawThrough: Fan located downstream of the coil.
BlowThrough: Fan located upstream of the coil.","coil position","CoilPosition","String","Pset_FanOccurrence",
"dischargeType","DischargeType","Defines the type of connection at the fan discharge.Duct: Discharge into ductwork.
Screen: Discharge into screen outlet.
Louver: Discharge into a louver.
Damper: Discharge into a damper.","discharge type","DischargeType","String","Pset_FanOccurrence",
"fanMountingType","FanMountingType","Defines the method of mounting the fan in the building.","fan mounting type","FanMountingType","String","Pset_FanOccurrence",
"fractionOfMotorHeatToAirStream","FractionOfMotorHeatToAirStream","Fraction of the motor heat released into the fluid flow.","fraction of motor heat to air stream","FractionOfMotorHeatToAirStream","Real","Pset_FanOccurrence",
"motorPosition","MotorPosition","Defines the location of the motor relative to the air stream.InAirStream: Fan motor is in the air stream.
OutOfAirStream: Fan motor is out of the air stream.","motor position","MotorPosition","String","Pset_FanOccurrence",
"capacityControlType","CapacityControlType","InletVane: Control by adjusting inlet vane.
VariableSpeedDrive: Control by variable speed drive.
BladePitchAngle: Control by adjusting blade pitch angle.
TwoSpeed: Control by switch between high and low speed.
DischargeDamper: Control by modulating discharge damper.","capacity control type","CapacityControlType","String","Pset_FanTypeCommon",
"motorDriveType","MotorDriveType","Motor drive type:
DIRECTDRIVE: Direct drive.
BELTDRIVE: Belt drive.
COUPLING: Coupling.
OTHER: Other type of motor drive.
UNKNOWN: Unknown motor drive type.","motor drive type","MotorDriveType","String","Pset_FanTypeCommon",
"nominalPowerRate","NominalPowerRate","Nominal fan power rate.","nominal power rate","NominalPowerRate","Real","Pset_FanTypeCommon",
"nominalRotationSpeed","NominalRotationSpeed","Rotational speed of the object under nominal conditions.","nominal rotation speed","NominalRotationSpeed","Real","Pset_FanTypeCommon",
"nominalStaticPressure","NominalStaticPressure","The static pressure within the air stream that the fan must overcome to insure designed circulation of air.","nominal static pressure","NominalStaticPressure","Real","Pset_FanTypeCommon",
"nominalTotalPressure","NominalTotalPressure","Nominal total pressure rise across the fan.","nominal total pressure","NominalTotalPressure","Real","Pset_FanTypeCommon",
"operationalCriteria","OperationalCriteria","Time of operation at maximum operational ambient air temperature.","operational criteria","OperationalCriteria","Real","Pset_FanTypeCommon",
"pressureClass","PressureClass","Nominal pressure rating of the object.","pressure class","PressureClass","Real","Pset_DuctFittingTypeCommon",
"finalResistance","FinalResistance","Filter fluid resistance when replacement is required (i.e., Pressure drop at the maximum air flowrate across the filter when the filter needs replacement per ASHRAE Standard 52.1).","final resistance","FinalResistance","Real","Pset_FilterTypeCommon",
"initialResistance","InitialResistance","Initial new filter fluid resistance (i.e., pressure drop at the maximum air flowrate across the filter when the filter is new per ASHRAE Standard 52.1).","initial resistance","InitialResistance","Real","Pset_FilterTypeCommon",
"nominalFilterFaceVelocity","NominalFilterFaceVelocity","Filter face velocity.","nominal filter face velocity","NominalFilterFaceVelocity","Real","Pset_FilterTypeCommon",
"heatTransferTypeEnum","HeatTransferTypeEnum","Type of heat transfer between the two air streams.","heat transfer type enum","HeatTransferTypeEnum","String","Pset_AirToAirHeatRecoveryTypeCommon",
"energySource","EnergySource","Enumeration defining the energy source or fuel cumbusted.","energy source","EnergySource","String","Pset_BoilerTypeCommon",
"heatTransferSurfaceArea","HeatTransferSurfaceArea","Total heat transfer area of the vessel.","heat transfer surface area","HeatTransferSurfaceArea","Real","Pset_BoilerTypeCommon",
"isWaterStorageHeater","IsWaterStorageHeater","This is used to identify if the boiler has storage capacity (TRUE). If FALSE, then there is no storage capacity built into the boiler, such as an instantaneous hot water heater.","is water storage heater","IsWaterStorageHeater","Boolean","Pset_BoilerTypeCommon",
"nominalEnergyConsumption","NominalEnergyConsumption","Nominal fuel consumption rate required to produce the total boiler heat output.","nominal energy consumption","NominalEnergyConsumption","Real","Pset_BoilerTypeCommon",
"operatingMode","OperatingMode","Identifies the operating mode of the boiler.","operating mode","OperatingMode","String","Pset_BoilerTypeCommon",
"pressureRating","PressureRating","Pressure rating of the object.","pressure rating","PressureRating","Real","Pset_BoilerTypeCommon",
"waterStorageCapacity","WaterStorageCapacity","Water storage capacity.","water storage capacity","WaterStorageCapacity","Real","Pset_BoilerTypeCommon",
"chillerCapacity","ChillerCapacity","Nominal cooling capacity of chiller at standardized conditions as defined by the agency having jurisdiction.","chiller capacity","ChillerCapacity","Real","Pset_ChillerTypeCommon",
"nominalCondensingTemperature","NominalCondensingTemperature","Chiller condensing temperature.","nominal condensing temperature","NominalCondensingTemperature","Real","Pset_ChillerTypeCommon",
"nominalEfficiency","NominalEfficiency","Nominal object efficiency under nominal conditions.","nominal efficiency","NominalEfficiency","Real","Pset_ChillerTypeCommon",
"nominalEvaporatingTemperature","NominalEvaporatingTemperature","Chiller evaporating temperature.","nominal evaporating temperature","NominalEvaporatingTemperature","Real","Pset_ChillerTypeCommon",
"nominalHeatRejectionRate","NominalHeatRejectionRate","Sum of the refrigeration effect and the heat equivalent of the power input to the compressor.","nominal heat rejection rate","NominalHeatRejectionRate","Real","Pset_ChillerTypeCommon",
